LLLLLL	0.9319542343446726
ULLLLL	0.029533149453468178
UUUUUU	0.02418020226785167
UUULLL	0.0015016855654305854
LLLUUU	0.0007865972009398304
ULLULL	0.0007457350086832159
LLLLLU	0.0007048728164266013
LULLLL	0.0006435795280416794
UULLLL	0.0006027173357850649
UUUULL	0.000572070691592604
ULULUL	0.0005516395954642966
LLLLUU	0.0005107774032076821
ULLLLU	0.0004086219225661457
LUUUUU	0.0003575441822453775
ULULLL	0.0003473286341812238
LLUUUU	0.00030646644192460924
ULLLUL	0.000286035345796302
ULLLUU	0.0002758197977321483
LULULU	0.0002656042496679947
ULLUUL	0.00025538870160384105
LLULLL	0.0002451731535396874
LLLULL	0.00023495760547553377
LLLLUL	0.00022474205741138012
UUUUUL	0.00019409541321891918
UUULUU	0.0001736643170906119
UULULL	0.0001736643170906119
LUULLU	0.0001736643170906119
UULLUL	0.00016344876902645827
UULUUL	0.00015323322096230462
LULUUU	0.00015323322096230462
ULUUUL	0.00015323322096230462
LUUUUL	0.00015323322096230462
LLLUUL	0.000143017672898151
LLLULU	0.000143017672898151
LUULUU	0.00013280212483399734
UULLUU	0.00013280212483399734
UULLLU	0.0001225865767698437
ULLULU	0.0001225865767698437
LLULUL	0.0001225865767698437
ULULUU	0.00011237102870569006
LLULUU	0.00011237102870569006
UUUULU	0.00011237102870569006
UULUUU	0.00011237102870569006
LUULUL	0.00011237102870569006
ULUULL	0.00010215548064153642
LULLUU	0.00010215548064153642
UUULUL	0.00010215548064153642
LLUULU	0.00010215548064153642
ULULLU	0.00010215548064153642
LLULLU	0.00010215548064153642
UULULU	9.193993257738278e-05
LLUUUL	9.193993257738278e-05
LLUULL	9.193993257738278e-05
LUUULU	8.172438451322914e-05
ULLUUU	8.172438451322914e-05
LUULLL	8.172438451322914e-05
LULLUL	8.172438451322914e-05
LULUUL	5.107774032076821e-05
ULUULU	5.107774032076821e-05
ULUUUU	5.107774032076821e-05
LULULL	5.107774032076821e-05
UUULLU	4.086219225661457e-05
LUUULL	4.086219225661457e-05
LULLLU	3.064664419246093e-05
